,name,uuid,rarity
8193,Obelisk of Grixis,863a9b29-b699-588e-828e-dd0c95d2ecf4,common
8194,Obelisk of Jund,6a3f7df6-2a19-519b-8350-1b36e62debe1,common
8195,Obelisk of Naya,3880e794-6024-525b-8e65-29255a7d5c63,common
8196,Quietus Spike,f22a3c3c-fad2-53d5-97d2-fd7f924c937d,rare
8197,Relic of Progenitus,f2ac8a61-cd66-5a26-b235-e53b497c5fd4,common
8198,Sigil of Distinction,f1b2db02-3202-5897-b76d-727c64a88b01,rare
8203,Grixis Panorama,66192c87-6509-5ada-8e90-9f682d4b4984,common
8204,Jund Panorama,67315436-4f4d-5470-9836-0bd48632da59,common
8205,Jungle Shrine,f2d014f8-3641-5ad6-8dc7-108b563743aa,uncommon
8206,Naya Panorama,1962172e-244e-5135-82c2-165f6bbe5290,common
8207,Savage Lands,e3b4dc9f-7074-5c8d-b2f8-0f64503ac3d6,uncommon
8230,Carrier Pigeons,fdac1889-3454-5860-9899-9dc7bf20e058,common
8232,Errand of Duty,23aaaf1c-be7d-5398-9d5e-c752de17f5af,common
8235,Inheritance,56531814-5941-5e9b-8a28-6f3a71a0f7db,uncommon
8236,Ivory Gargoyle,d6bab378-ba71-563e-89e2-bb8fdaba707e,rare
8237,Juniper Order Advocate,aa214087-ddbf-56a4-b267-dbd5a7eba82a,uncommon
8238,Kjeldoran Escort,e56ad485-0b14-5c78-8875-2d899d51310d,common
8240,Kjeldoran Home Guard,ce976068-66ea-53fd-ba96-0a0d1dc17e57,uncommon
8241,Kjeldoran Pride,33aa3b02-e2cb-5b4d-9517-38ef709eb0d6,common
8243,Martyrdom,8be7755b-fcd9-5ada-9526-bd93f2dbcae0,common
8245,Noble Steeds,ce8bd807-d92a-5cd6-baa6-f80a2b98cbdb,common
8247,Reinforcements,63edf68b-588c-5732-9b8f-21c89e6cff63,common
8249,Reprisal,a4ffe3b0-55a6-52e6-9a5b-29dd55585da1,common
8251,Royal Decree,28c6ea87-7f8d-5794-b2b6-a92c1edd1481,rare
8252,Royal Herbalist,567aded4-6a5a-5b47-b563-00f5b9062e3f,common
8254,Scars of the Veteran,4c8d3de1-4626-57da-9a26-261a0998ed8c,uncommon
8255,Seasoned Tactician,ac424936-0598-5298-8d85-c38144d9f4c2,uncommon
8256,Sustaining Spirit,06ac3cbe-0b3a-5c14-bdd2-122fec0cdd20,rare
8257,Sworn Defender,d01679ad-e2d7-54a7-8e5a-d3f0b8863f95,rare
8258,Unlikely Alliance,51b8e655-e99f-5965-bb7a-e2b20fb980d5,uncommon
8259,Wild Aesthir,8d67c057-3b49-5ceb-bb88-116d0e97563e,common
8263,Awesome Presence,0552859b-7408-5f6a-969e-dfd367796fe7,common
8265,Benthic Explorers,c51ae66a-1de7-5569-a7ae-2d5c18fa9f70,common
8269,False Demise,ec74fd98-0487-539a-a4a9-4b46462d5533,common
8271,Force of Will,804ddf5e-9a08-51c7-af44-491e487cee4d,uncommon
8272,Foresight,b6432856-d0b5-580e-8058-3c4f2d476359,common
8274,Lat-Nam's Legacy,8389620a-4077-5f56-9d56-19cdafb322fd,common
8277,Phantasmal Sphere,3ed62ab5-c4d7-581f-9afa-4edba59ed519,rare
8278,Soldevi Heretic,9ca59128-cd47-51e6-8dfe-e5db4d08d2b2,common
8280,Soldevi Sage,3fff50ac-faaf-5718-b978-9b0d40f35c23,common
8282,Spiny Starfish,732d9004-c6c0-5c6c-891f-29f2a7d2418a,uncommon
8285,Storm Elemental,b51c6ae8-e690-5646-bf60-f6b929afb92a,uncommon
8286,Suffocation,20f2b1ab-5df2-55d4-b668-f4f474432ff6,uncommon
8287,Thought Lash,b0e3b786-769c-5039-8004-ff17f1338ab0,rare
8288,Tidal Control,8e9e7c5f-9420-51e7-a4e4-556fe45fcb3a,rare
8289,Viscerid Armor,cc5b1957-ff14-5af3-852e-a3eb99f9a78d,common
8291,Viscerid Drone,a44218f0-7b2e-58ed-8443-b213864c37c9,uncommon
8292,Balduvian Dead,dfebf396-adbf-5d5c-8653-17a34e89218f,uncommon
8293,Casting of Bones,bbad8fb1-0dcb-57e5-83e8-0bc45593d85b,common
8295,Contagion,4b6b7ee4-8b72-5faa-89f3-13fdc923fa88,uncommon
8296,Diseased Vermin,9d3730b5-54a1-545e-abb1-4cc93b9c6b75,uncommon
8297,Dystopia,f1c75d21-8922-57d9-a726-5ac3b6e5934c,rare
8298,Fatal Lore,e80ae691-5537-5c22-963e-35f4b071923f,rare
8299,Feast or Famine,c41d14ca-f687-51c3-8861-0ec3c93470c5,common
8301,Fevered Strength,44495054-e580-514d-8f35-3a804029df9c,common
8303,Insidious Bookworms,a4c76392-3396-5188-b075-4e4895d2a44f,common
8305,Keeper of Tresserhorn,158bc6bb-6abe-529a-b17a-6a60f901aa3f,rare
8306,Krovikan Horror,3d0c202b-eca8-5ad7-8936-0d8215536888,rare
8307,Krovikan Plague,f005d409-2b6a-509e-a18c-7198fc6c4448,uncommon
8308,Lim-Dûl's High Guard,3278d50f-d35a-5da4-a7c5-07f7c808e69e,common
8310,Misinformation,5274c64d-b450-544b-abf0-76cbfe7368fd,uncommon
8311,Phantasmal Fiend,6677bdaf-704b-52e6-8f73-71a7d788a37b,common
8313,Phyrexian Boon,f32df083-3e01-5de3-8db5-88dcb9a7aaa1,common
8315,Ritual of the Machine,6821924b-fea1-522f-952f-77103810d0b6,rare
8316,Soldevi Adnate,25213b29-35dd-5ca7-8511-393d3e68ce4f,common
8318,Stench of Decay,bee771c0-8dce-5d16-8659-1753d337a4e3,common
8320,Stromgald Spy,b740442e-1776-52be-a648-7efdd7d6baf5,uncommon
8321,Swamp Mosquito,22868fb0-aa0f-570a-8851-2d98d8ac74be,common
8323,Agent of Stromgald,330baca6-81d9-531a-9e05-90fef79776e7,common
8326,Balduvian War-Makers,2e4959d4-d55c-5aea-8556-b7396ae373c3,common
8328,Bestial Fury,0f74c9e0-6ba0-5e9b-8bf9-b30dc838b96b,common
8330,Burnout,36433d34-3713-55be-b9d6-c5edffa80637,uncommon
8331,Chaos Harlequin,8b2cc088-a54b-5972-bb26-5714280dcbcd,rare
8332,Death Spark,285e4018-126d-52df-8bfd-f88dc64b93c0,uncommon
8333,Enslaved Scout,9fe797ee-5e0e-5204-9bd2-aa0d5ea39916,common
8335,Gorilla Shaman,e09f2c53-0cf2-5d39-a69b-6000c8876942,common
8337,Gorilla War Cry,9166f85a-6c02-53e5-ab79-ffc8fcbe04fb,common
8339,Guerrilla Tactics,2329888a-a475-5a90-abc5-ec1f50fff880,common
8341,Omen of Fire,7aae0493-78de-5681-8aa7-46ae5ca30dbf,rare
8343,Primitive Justice,2b37c0a8-1520-5737-9411-6d0c6d20972f,uncommon
8344,Pyrokinesis,e303165a-5c77-5d68-aa87-897cf608a8b8,uncommon
8345,Rogue Skycaptain,47473373-9c52-5844-8ad4-9eb226e3380d,rare
8346,Soldier of Fortune,0a8d5d40-6b40-5eb3-a980-569cfe3ccc26,uncommon
8347,Storm Shaman,9340c3de-3d93-518c-b8e1-0d7a70cc9b3d,common
8349,Varchild's Crusader,2a799687-45b8-5d6f-b57b-54b8d5c79437,common
8351,Varchild's War-Riders,b89f8b59-f675-5748-a88a-498e993afca7,rare
8352,Veteran's Voice,29d23063-854c-5a16-8d14-5fc47ead825f,common
8354,Bounty of the Hunt,6194acb4-b45b-550f-9726-6a89d0483543,uncommon
8355,Deadly Insect,8ffcd600-e746-55d3-bd50-1ab64fd7c7b2,common
8358,Elvish Ranger,3c0c4763-047b-5c1e-bf09-f17a2beecbef,common
8360,Elvish Spirit Guide,b67fd7f0-d9b1-58f1-8857-071beae61650,uncommon
8361,Fyndhorn Druid,69e5a6b5-01dc-5468-b995-ae8682cc7376,common
8363,Gargantuan Gorilla,4fd5fa6c-de49-51f7-ad3a-1f8df1043d41,rare
8364,Gift of the Woods,7a7e5fac-bfb8-542f-91cf-56f375d87fad,common
8366,Gorilla Berserkers,987b6034-3edd-58f3-9e78-a6605ab84340,common
8370,Hail Storm,ce806604-58c6-59ee-8817-5f526306f6ac,uncommon
8371,Kaysa,b032c906-f72b-5ab4-94cd-1bbf4d41be7b,rare
8372,Nature's Chosen,03016d28-cf16-5325-8c38-77cb502f1fda,uncommon
8373,Nature's Wrath,dbeb30f2-5f3c-539b-b8a0-55976492c3ce,rare
8374,Splintering Wind,38685a11-4b2d-50fa-b236-1ae3737987ea,rare
8375,Taste of Paradise,4e62e057-32c2-55e6-bbe7-ddf0d0391d6b,common
8377,Tornado,5027dc75-2914-5ffa-8ce5-fe02f83795e5,rare
8378,Undergrowth,4aaa15e3-ea14-5c88-9d23-ba10bd695407,common
8380,Whip Vine,445345b8-0a1e-5091-9ff8-b7d5c1650493,common
8382,Yavimaya Ancients,79afaef4-a2a4-5961-8f27-bbbace2e4e68,common
8384,Yavimaya Ants,6d3e9607-fa70-5d6b-b9c2-f43dd65b47e9,uncommon
8385,Energy Arc,f4de3ab7-7de0-5ed9-a7f8-30f1c90a275b,uncommon
8386,Lim-Dûl's Vault,36a70bd8-be17-56ed-84e3-911d69ee19b9,uncommon
8387,Lim-Dûl's Paladin,a4a28fe3-72b9-5cc9-a0a6-a6d4361064db,uncommon
8388,Surge of Strength,fc0d0551-abdd-5b1f-a6b2-8b25cf735302,uncommon
8389,Nature's Blessing,9e733a65-8484-50f8-84b9-32a36c3f3b51,uncommon
8390,Wandering Mage,88a9647d-be75-576a-8d2a-a5e7a1a6dfc0,rare
8391,Lord of Tresserhorn,e56d7b2e-de14-54d3-8f5a-79de24b6a3d1,rare
8392,Misfortune,bc77ddc5-76b3-5a6f-b30f-123131a4bc71,rare
8393,Winter's Night,834fa6fe-12ad-5d80-b9af-76e2eda43754,rare
8394,Phelddagrif,f973ff23-32f3-5bcf-84ca-616b7a2626e4,rare
8395,Aesthir Glider,781c7c6f-12a8-5ce4-adc0-0f12cedb6975,common
8397,Ashnod's Cylix,4b17878f-2c7b-50f0-b3c0-7e840036e9f8,rare
8398,Astrolabe,b8f8c42e-360f-5878-848f-d99cfd3b0f23,common
8400,Floodwater Dam,bdb4c6cf-163b-5105-ad6b-1489c5f48b57,rare
8401,Gustha's Scepter,7fe93d78-2228-5997-bdbe-3a7b86c05738,rare
8402,Helm of Obedience,e7526623-beef-5a28-9361-fead1983c57b,rare
8403,Lodestone Bauble,aff0ea48-612f-5a96-a02b-d3c3eda15a5c,rare
8404,Mishra's Groundbreaker,ea074234-63c8-5a2a-8ffb-cc09767a7f07,uncommon
8406,Phyrexian Devourer,ddfc0a06-6fbb-56d0-8ff3-b2a56f61b588,rare
8407,Phyrexian Portal,82e97677-fa05-58e4-bd15-e7ab978d2917,rare
8408,Phyrexian War Beast,33c6db6f-40b7-5118-9f34-11512947c820,common
8410,Scarab of the Unseen,3b97f299-b292-5608-80e3-be4feaef7932,uncommon
8411,Shield Sphere,8d5bb4f9-f2cc-5859-9898-ec3a48c21bc6,uncommon
8412,Sol Grail,5e25c508-173e-5092-8dee-5686f12e600a,uncommon
8413,Soldevi Digger,df2ca800-e1fb-5c69-a716-d77325bd6385,rare
8414,Soldevi Sentry,23151c29-7d47-5240-91b2-74e0b3c6db02,common
8416,Soldevi Steam Beast,05e25387-b88b-5e11-9e3a-5608490a4e33,common
8419,Urza's Engine,db7acb9e-34a9-5ea4-b0eb-f4845fae0307,uncommon
8420,Whirling Catapult,1622e8a7-767e-577e-8182-9129e6169937,uncommon
8421,Balduvian Trading Post,201c58eb-3d9a-51f5-8bd0-a47acb4f3a1c,rare
8422,Heart of Yavimaya,3962f72f-ad7a-5201-8266-dae2c1499cce,rare
8423,Kjeldoran Outpost,b40957c0-8c24-5e43-b186-178b65cf0eb5,rare
8424,Lake of the Dead,4643ebd2-ff72-5e68-8941-379cc9685afa,rare
8425,School of the Unseen,dbdabd7f-2a71-5897-9ed3-08e37b6a02af,uncommon
8426,Sheltered Valley,aeb620bb-abf7-51bc-b33b-2bf2c12c627d,rare
8427,Soldevi Excavations,d233f799-1bb5-59b8-a551-299e964a222c,rare
8428,Thawing Glaciers,89749851-59f7-5f14-b938-9708a7bc257e,rare
8469,Angel of Vitality,cb13f155-d2ec-501c-b1fd-7863f74b2dde,uncommon
8470,Angelic Guardian,3889222e-3e34-5aad-9793-6a2984a33a34,rare
8471,Angelic Reward,12a9f318-65d4-5c84-9bef-aaf7819c08e7,uncommon
8472,Bond of Discipline,1de52b70-805b-59de-8572-a83c8855afc0,uncommon
8473,Charmed Stray,bcb83398-97bf-5600-a781-2b66dcbf2eb9,common
8474,Confront the Assault,fb315b59-19f1-536b-8b25-ae3e72164a6e,uncommon
8476,Goring Ceratops,937660aa-32d3-5634-9f05-7a7971ed0755,rare
8477,Hallowed Priest,4df82244-824b-595e-b31f-3ba61206e160,uncommon
8478,Impassioned Orator,f18094aa-3328-5216-acf0-6e17225bcb9e,common
8479,Inspiring Commander,84aad5cc-588d-5a6d-b606-6ec941677145,rare
8480,Knight's Pledge,7f5d7e70-fae4-5fc7-9478-07d12b47baca,common
8481,Leonin Warleader,2954289b-60b3-519d-9514-972630e8b2fe,rare
8482,Loxodon Line Breaker,916381e6-9019-57ef-a754-ea3b8e2e8a5a,common
8483,Moorland Inquisitor,83dbacc0-8e84-551c-85f0-2a83082c5203,common
8485,Sanctuary Cat,c9deb5ef-2557-5f7b-9f9d-e3043ce90437,common
8487,Shrine Keeper,e2863fa3-e174-51f9-bb47-c8d72aa04819,common
8488,Soulmender,ab83926d-e05a-53a7-a0ad-8fb30d75ca4a,common
8489,Spiritual Guardian,246fba94-126b-57e9-9cb0-060cdf8d08f4,common
8490,Tactical Advantage,0c55568b-815d-5239-b1c5-e956d5d38286,common
8492,Armored Whirl Turtle,619823fd-4cf6-5935-9c19-e6178f342dfc,common
8493,Cloudkin Seer,8247ee21-825f-537d-ad9c-0b20b19b92e5,common
8495,Frilled Sea Serpent,3a682c9f-b6e2-52d3-94ec-207c2d7d52ab,common
8496,Glint,42430f27-2a2f-5406-a203-ef3ed9c04bdf,common
8497,Octoprophet,74be9b88-a716-5160-9562-f5bc45e5d384,common
8498,Overflowing Insight,4e6dfdf4-bb79-5b99-a836-40ab234791c8,rare
8499,Riddlemaster Sphinx,e0f894ad-459a-5fb6-9442-bf82998a5cbf,rare
8500,River's Favor,dd80be47-06cd-5fe8-8172-0add21d815fa,common
8501,Sleep,8b3e2da4-8d61-52a5-9bba-d6f4b6a9cad4,uncommon
8502,Soulblade Djinn,f41f11d0-d03a-5893-93b8-90d9ac8902e8,rare
8503,Sworn Guardian,768cd238-f7f2-591c-8404-8f233437dfa9,common
8505,Wall of Runes,8249ce5c-7e8a-595d-ad62-976a517ba1bb,common
8506,Warden of Evos Isle,26a6fa2c-8891-5125-88b7-a4f30f237b18,uncommon
8507,Waterkin Shaman,9d9a9760-503d-5882-8815-569f8911c32b,common
8508,Waterknot,b04d31dd-0001-53d1-9e55-67d9a353f554,common
8509,Windreader Sphinx,61a763d5-5102-5554-a8c2-7a89838a2a98,rare
8510,Windstorm Drake,068163e5-91a2-5741-bbd9-5a5a3ae6ca7f,uncommon
8511,Winged Words,1ee639cb-e8f4-5fc7-ba3e-a1f0941a1e95,common
8512,Zephyr Gull,3ee9a045-cf21-5768-b105-7bc7896162fb,common
8513,Bad Deal,47165480-bed6-5155-a666-a39cb93c1ee4,uncommon
8514,Compound Fracture,8a282f4a-c2ab-5607-852d-79bdc69f3a21,common
8515,Cruel Cut,10f8d33f-fb69-5bbf-b0bd-70a17163a363,common
8516,Demon of Loathing,90c38782-d935-5744-945a-4101ed1f6294,rare
8517,Eternal Thirst,e1e56b48-f7ad-51a5-bb1c-bb0e9dded764,uncommon
8518,Krovikan Scoundrel,40eafc47-2865-51b2-97c3-69969bed5e90,common
8519,Malakir Cullblade,77a35ade-f4b5-5638-b766-0c296582bbaf,uncommon
8520,Mardu Outrider,9ddc62bb-fa37-5178-a0ef-412989f2a266,rare
8521,Murder,5d7a1418-36a5-594e-a636-cf9eb138bfee,uncommon
8523,Nimble Pilferer,36e9eca9-7697-5757-b72a-301f0dd0d427,common
8525,Sanitarium Skeleton,38f6476d-ac22-5164-9728-19edb7de0e4e,common
8526,Savage Gorger,371bb42c-fe39-5f26-9b99-c85e86c42e32,common
8530,Soulhunter Rakshasa,5ee50241-4f51-59c1-9ce1-03f6c9d117be,rare
8531,Typhoid Rats,de43ebd4-822e-5ead-aa30-57d1308b9877,common
8532,Unlikely Aid,f1a19b29-95ad-5917-9255-e398016c9186,common
8533,Vampire Opportunist,5a7d10e2-c45f-5818-9b19-5dad54400b2e,common
8534,Witch's Familiar,5f90a657-b5a1-5015-a7dd-e940896949ff,common
8535,Bombard,e4a1e9a5-8d53-5b8a-8df5-85e9cef5cdc5,common
8536,Burn Bright,193812f4-8645-5cc7-83c1-e228cfaca777,common
8537,Fearless Halberdier,11f526a9-c55d-55e0-99e1-cacbfc803800,common
8538,Goblin Gang Leader,ffe762bf-b14f-5f58-a4fc-5d9e0dc0f291,uncommon
8539,Goblin Gathering,5bd2796c-e9dc-5d7b-a9ae-fd7041d75836,common
8540,Goblin Trashmaster,e8755a49-c8d6-5d36-bb60-6c11bc876c95,rare
8541,Goblin Tunneler,e1ac69ef-6880-572a-a2a0-9234b269a239,common
8543,Immortal Phoenix,be0c3509-4eaa-5243-a20e-06522586320b,rare
8544,Inescapable Blaze,48bf2e6c-e0df-5e87-896c-8a3fa934dda1,uncommon
8545,Maniacal Rage,7b54b98d-444b-5803-879b-a210373d9252,common
8546,Molten Ravager,e6887992-8739-518c-a87d-a671f94c16bf,common
8547,Nest Robber,e0d54f4e-70a1-5e50-a1c9-b8a8dfcb7f2c,common
8548,Ogre Battledriver,0a806a85-4fe9-526b-a1ed-86188787b428,rare
8550,Raid Bombardment,daf5518f-0033-53ee-aad5-e0865b9052e2,uncommon
8551,Reduce to Ashes,3467e666-b717-5102-baea-e46eb97867f5,common
8553,Siege Dragon,9e321e64-0bd9-57a1-b30f-a5771cd96da9,rare
8554,Storm Strike,ae774d91-4735-5467-9672-35f9dff57a1a,common
8555,Tin Street Cadet,37c2a5d0-120a-5d49-a362-b71c2935cc4c,common
8556,Volcanic Dragon,7c61972b-505c-5315-9ea3-5ebe2efcd11c,uncommon
8557,Affectionate Indrik,91af4939-2ee7-5439-ae01-ec166b29eb97,uncommon
8558,Baloth Packhunter,2dd705bc-aa36-5a6a-9d42-cc689eef8b5b,common
8559,Charging Badger,0241228b-7e18-5a66-9f11-9411e8670bc7,common
8561,Epic Proportions,1325f67f-5313-59e6-9d34-06a720a1bea4,rare
8562,Feral Roar,7bb67b40-4978-52d0-b458-44937d87a258,common
8563,Generous Stray,5ae97426-172e-5922-b682-4fcb10a15e69,common
8564,Gigantosaurus,434d9ac8-3b3b-5536-a2e9-12342f3544cd,rare
8565,Greenwood Sentinel,c07c88c7-4655-5394-9083-41c07a32fda7,common
8566,Ilysian Caryatid,cf6363f2-854c-5cf9-bcba-50dac2618585,common
8567,Jungle Delver,ddb6b0d5-9770-534a-ae31-0fff222bf616,common
8568,Prized Unicorn,6a9cdb21-7ae0-5da9-91a0-9fe6bf36d35b,uncommon
8569,Rabid Bite,5d7f84b8-2743-5ddf-a039-20200bd4a477,common
8570,Rampaging Brontodon,9f2eb732-0204-5806-919f-b37a3c926d90,rare
8571,Rumbling Baloth,f4e1d075-3d62-5852-8f2f-fa1022fb4b31,common
8572,Sentinel Spider,12c4a78e-53ca-5d01-b593-4e0dfc1e0b81,uncommon
8573,Stony Strength,e9827d5d-c385-5259-abfc-e271dce84189,common
8574,Titanic Growth,c33b720f-76ed-5e87-ae07-8b319636a319,common
8575,Treetop Warden,3460704e-3a79-5884-ac55-a8f2fdde2479,common
8576,Wildwood Patrol,bcff940d-22e1-5580-9811-e0eaa5f03db6,common
8577,Woodland Mystic,9a0ee7cc-6961-5c04-aab1-2fdb822f6151,common
8578,World Shaper,dc1653ba-a177-5f4e-b113-b2e17fa1a12d,rare
8587,Angelfire Crusader,55b7fa67-2e15-5238-91af-eec9756df435,common
8588,Coalition Flag,0d6779fd-6d98-507a-9e9c-7aae8522da87,uncommon
8589,Coalition Honor Guard,50bcc84e-38d9-50d4-8c19-2af36f46e763,common
8590,Dega Disciple,5a786323-8603-546a-b277-bf6203471d1d,common
8591,Dega Sanctuary,d078a5c3-46ae-59c1-ac7b-f3eb012b3b1c,uncommon
8592,Degavolver,29712086-42f9-5366-8003-9fdba2f25777,rare
8593,Diversionary Tactics,d41a29f3-099e-5ae8-b15d-6aa1d6ace507,uncommon
8594,Divine Light,7b13aa63-a4e1-59f1-9a77-2763752d0936,common
8595,Enlistment Officer,0ac5051c-2784-5eeb-b542-93fb5a5ef6d7,uncommon
8596,False Dawn,add7f8fe-721b-5c72-8e5a-3c8aee5cf0cc,rare
8597,Gerrard Capashen,ffe26573-a49b-554c-9ee4-38e273e80ac3,rare
8598,Haunted Angel,11cf5b54-b939-5edd-8c26-8744618cbe44,uncommon
8599,Helionaut,33968db0-33fc-5c47-9284-c33b9271c671,common
8600,Manacles of Decay,a5619b62-7c1d-5e54-97b9-b752c999c64b,common
8601,Orim's Thunder,2efc772b-c0a2-5205-9a6a-e81dcccf4f27,common
8602,Shield of Duty and Reason,513b7f07-c48e-5bd1-bd9d-8dce24e9f855,common
8603,Spectral Lynx,dcda054a-ce64-5d45-914c-ce43eaf8b81d,rare
8604,Standard Bearer,521bd8d3-d5ab-5e65-993b-037cfab6007f,common
8605,Ceta Disciple,61c04e81-2f9f-5e6c-bf20-6b21b5bc5dfd,common
8606,Ceta Sanctuary,233784b1-3db1-5ed6-9262-04c55217c7d9,uncommon
8607,Cetavolver,260b9135-d37b-58a7-baa5-025bb6572f0b,rare
8608,Coastal Drake,ecc640cc-b043-5b59-a631-2b6b44a0a5b8,common
8609,Evasive Action,7a0ed27c-e704-5308-8bc6-75f53bfbf60f,uncommon
8610,Ice Cave,4bba59e6-8f80-51f9-84e5-35c04e304cfc,rare
8612,Jaded Response,919eef1a-8343-58ce-9462-e8a4fe36e3c5,common
8613,Jilt,45bddd32-1b38-5eb3-a5ef-514d043592b3,common
8614,Living Airship,25d7e557-6a54-5be1-99b6-fe951d3eafce,common
8615,Reef Shaman,3470dcab-0237-51f8-b58d-e66f071f17fe,common
8616,Shimmering Mirage,4e3e7c1e-7161-537e-bcce-e248ee400b03,common
8617,Tidal Courier,2d88affb-fffd-5b92-b2b6-b0c5cd137de9,uncommon
8618,Unnatural Selection,4fc558c2-9712-59d5-b2e1-34aeff7a3453,rare
8619,Vodalian Mystic,378842d7-d4b0-5a56-ae91-17fbd19a801d,uncommon
8620,Whirlpool Drake,ceca5400-1485-5bb4-bdd5-da1d42d5aa76,uncommon
8621,Whirlpool Rider,1ca74389-9e30-5f63-9108-b5dc3cfe23c6,common
8622,Whirlpool Warrior,4e54bd45-bc1e-57f6-aa53-00ea6dcd0c67,rare
8623,Dead Ringers,51884ace-d80d-5392-8bdd-dcc44893444a,common
8624,Desolation Angel,635d60ae-3b6b-5770-b49e-1185da31b8c7,rare
8625,Foul Presence,2b825a40-3d20-593a-96a5-48ee813580be,uncommon
8626,Grave Defiler,7aa610be-b103-5c50-85d4-f9088c26d51c,uncommon
8627,Last Caress,954fd56c-5830-563f-a158-33bf96225b6d,common
8628,Mind Extraction,0ddffc82-4945-584f-8510-c69dd41adaad,common
8629,Mournful Zombie,0dc91e96-a634-547b-b789-429939978527,common
8630,Necra Disciple,f144ded4-0597-5eda-9c60-cd99148cfbe9,common
8631,Necra Sanctuary,244c8fbd-2a3c-545e-b07a-532535e6ed9a,uncommon
8632,Necravolver,fe3e9de7-cfd8-5e59-8431-8483b1354fea,rare
8636,Planar Despair,6a1358a9-9258-581c-8ea2-a98df9b8c2c2,rare
8637,Quagmire Druid,a80cde27-06b0-54a4-b5bd-e5d148308f40,common
8638,Suppress,ec54e6fa-27ba-5e39-8b5b-8b6b75371db3,uncommon
8639,Urborg Uprising,3b1b0612-e90c-5e66-b542-e2f488350cce,common
8640,Zombie Boa,b1b1fcac-d1fd-51ac-8980-5cdbeed31679,common
8642,Bloodfire Dwarf,202f0775-a748-5f52-9a19-1f9441bd7630,common
8643,Bloodfire Infusion,1b6124b1-cd37-5d63-9636-4f49ecc8d9aa,common
8644,Bloodfire Kavu,b68c0685-d18e-51c5-ad86-523d9d94f1b9,uncommon
8645,Desolation Giant,3ae995bf-9a22-56df-b7bf-f14e48a15761,rare
8646,Dwarven Landslide,664f77f4-1678-5c9e-8b22-e6e002682702,common
8647,Dwarven Patrol,cb9d86b5-34ff-5f0b-9b23-48e4783c7127,uncommon
8648,Goblin Ringleader,6862c1c4-ef6a-57f1-979c-37baad31b281,uncommon
8649,Illuminate,659bd22b-2199-5b1f-8b9c-b85fb6a0f9a4,uncommon
8650,Kavu Glider,a273da3a-558f-5c31-b2a1-45887f86ab95,common
8651,Minotaur Tactician,0c18b569-5fd3-5ddb-814f-1725aa222a4b,common
8652,Raka Disciple,319b6a71-0daa-52ea-91e6-b00c2b15eb77,common
8653,Raka Sanctuary,a01114b6-aa26-568d-9413-d78a0743c79e,uncommon
8654,Rakavolver,c3aff943-ee8c-5178-9f31-4568afc00392,rare
8656,Tahngarth's Glare,f64e0857-e4a0-542e-8b91-a08be2ca4dbd,common
8657,Tundra Kavu,9035ffec-861f-5861-b253-bc6dfd889011,common
8658,Wild Research,8654f834-9e11-5028-b261-a75c0ac6d970,rare
8659,Ana Disciple,267481bc-1240-5af2-9cb0-0cba903cbfd2,common
8660,Ana Sanctuary,0ab00963-09a9-5176-a194-c92fd4abeb6c,uncommon
8661,Anavolver,81001cb3-2910-570f-a4bf-2581f54de86e,rare
8662,Bog Gnarr,3cfc10c0-781b-5560-8715-83339ede5311,common
8663,Gaea's Balance,a79b69f6-b752-51a2-90f1-08e9631935f7,uncommon
8664,Glade Gnarr,05fe4d46-3938-57e6-9de1-e225fcaaa22b,common
8665,Kavu Howler,53b014d6-74dc-5bc6-8135-5ba58dc7304c,uncommon
8666,Kavu Mauler,98adfd5a-d320-5e60-b4a4-a49c2af1b682,rare
8667,Lay of the Land,20761409-7b67-50e9-b89a-d16eded91e41,common
8668,Penumbra Bobcat,c249a421-7c8a-5083-a98f-1bd691c5c51d,common
8669,Penumbra Kavu,f6f425bc-a5d8-56f1-8286-887d13bd2838,uncommon
8670,Penumbra Wurm,7bd760e0-5297-5c22-8309-e07bff62030f,rare
8671,Savage Gorilla,68d9deb6-ea2b-5793-aebd-22003fa1ae5c,common
8672,Strength of Night,aa8a7eac-a6be-554b-8e43-26ed6ada3561,common
8673,Sylvan Messenger,b0108a70-7e3c-5526-bc86-8cb592d739da,uncommon
8674,Symbiotic Deployment,91350bec-12f0-5648-8e6f-4907f542cf6c,rare
8675,Tranquil Path,dafc274c-c5d1-5502-9873-31fc2287e7da,common
8676,Urborg Elf,79dee1b4-7ba5-5ef1-b37a-98ebdb7a6716,common
8677,Aether Mutation,109075ca-ff7d-5151-a44e-9412b58947e7,uncommon
8678,Captain's Maneuver,d04846b3-96f1-582c-a481-ebdc68c2acfe,uncommon
8679,Consume Strength,c39353a0-4a03-5918-adf5-40bec83a0571,common
8680,Cromat,1a55f93a-033a-50e7-8b8c-ac66cf4ccdb4,rare
8681,Death Grasp,a4695791-baa3-5979-9cc5-b774b6689122,rare
8682,Death Mutation,7f79047c-86f4-5c13-a193-32cbf2eeadfd,uncommon
8683,Ebony Treefolk,459f99fd-5c6b-52f7-8a61-afbc007d93d8,uncommon
8684,Fervent Charge,a8cdf5a6-83ac-5df6-9ee8-7aff8eb35bae,rare
8685,Flowstone Charger,ffad7fea-19b9-5143-bba5-7db1c074fb99,uncommon
8686,Fungal Shambler,b52296f8-55d9-5703-96f2-3e64fbb4c952,rare
